,timestamp,open,high,low,close,volume
74,2025-08-29,508.6600,509.6000,504.4915,506.6900,20961569
75,2025-08-28,507.0900,511.0900,505.5000,509.6400,18015593
76,2025-08-27,502.0000,507.2900,499.9000,506.7400,17277893
77,2025-08-26,504.3550,504.9778,498.5100,502.0400,30835709
78,2025-08-25,506.6300,508.1900,504.1200,504.2600,21638579
79,2025-08-22,504.2500,510.7300,502.4100,507.2300,24324161
80,2025-08-21,503.6900,507.6300,502.7201,504.2400,18443254
81,2025-08-20,509.8650,511.0000,504.4400,505.7200,27723025
82,2025-08-19,515.0000,515.1641,508.5500,509.7700,21481016
83,2025-08-18,521.5850,522.8200,514.0200,517.1000,23760583
84,2025-08-15,522.7700,526.1000,519.0800,520.1700,25213272
85,2025-08-14,522.5600,525.9499,520.1400,522.4800,20269074
86,2025-08-13,532.1100,532.7000,519.3700,520.5800,19619160
87,2025-08-12,523.7500,530.9800,522.7000,529.2400,18688921
88,2025-08-11,522.3000,527.5900,519.7200,521.7700,20194372
89,2025-08-08,522.6000,524.6600,519.4100,522.0400,15531009
90,2025-08-07,526.8000,528.0900,517.5511,520.8400,16079144
91,2025-08-06,530.9000,531.7000,524.0300,524.9400,21355702
92,2025-08-05,537.1800,537.3000,527.2400,527.7500,19171569
93,2025-08-04,528.2700,538.2500,528.1300,535.6400,25349004
94,2025-08-01,535.0000,535.8000,520.8600,524.1100,28977628
95,2025-07-31,555.2250,555.4500,531.9000,533.5000,51617326
96,2025-07-30,515.1700,515.9500,509.4350,513.2400,26380434
97,2025-07-29,515.5300,517.6200,511.5600,512.5700,16469235
98,2025-07-28,514.0800,515.0000,510.1200,512.5000,14308027
99,2025-07-25,512.4650,518.2900,510.3592,513.7100,19125699
